App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Five Nights at Freddy's 3,GAME,4.7,27856,50,"100,000",Paid,$2.99 ,Teen,Action,2-Apr-15,1.07,2.3 and up
Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23,"1,000,000",Free,0,Mature 17+,Music,17-Jul-18,1.8.0716,4.0.3 and up
AU Mobile Indonesia,GAME,3.6,16521,23,"1,000,000",Free,0,Everyone,Music,9-May-18,1.8.0502,2.3 and up
Super Dancer,GAME,4.1,91667,27,"1,000,000",Free,0,Everyone,Arcade,24-Jul-18,3.3,2.3 and up
Au-allstar for KR,GAME,3.6,2433,47,"100,000",Free,0,Everyone,Music,15-Jun-18,1.6.4,4.3 and up
Super Dancer VN,GAME,4,24312,25,"500,000",Free,0,Everyone,Music,22-Jul-18,3.3,4.0.3 and up
Love Dance,GAME,4,29462,44,"1,000,000",Free,0,Teen,Music,14-Jun-18,1.1.7,4.0 and up
Avatar Musik,GAME,3.8,159063,85,"1,000,000",Free,0,Everyone,Music,9-Feb-18,0.8.0,4.0 and up
DEER HUNTER 2018,GAME,4.3,955614,82,"10,000,000",Free,0,Teen,Action,26-Jun-18,5.1.2,3.0 and up
Armored Warfare: Assault,GAME,4,7718,46,"100,000",Free,0,Everyone,Action,2-Aug-18,1.0-a22936.127,5.0 and up
Auction Wars : Storage King,GAME,4.1,29062,63,"1,000,000",Free,0,Everyone,Casino,15-Sep-17,2.1,2.3 and up
iSniper 3D Arctic Warfare,GAME,3.8,35572,,"1,000,000",Free,0,Teen,Arcade,4-Sep-13,Varies with device,Varies with device
Modern Action Commando 3D,GAME,4.2,492,63,"100,000",Free,0,Teen,Action,6-Apr-17,1,4.0.3 and up
Call of Duty®: Heroes,GAME,4.4,1604146,57,"10,000,000",Free,0,Teen,Action,27-Jun-18,4.8.0,4.1 and up
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76,"500,000",Free,0,Everyone 10+,Arcade,3-Aug-18,1.6.1,4.1 and up
Axe Champ,GAME,3.8,141,19,"10,000",Free,0,Everyone,Arcade,26-May-18,1.0.6,4.1 and up
Axe Champ Hit,GAME,NaN,1,15,100,Free,0,Everyone,Arcade,25-May-18,0.1,4.1 and up
Axe Champion,GAME,4.4,21,15,"5,000",Free,0,Everyone,Arcade,28-May-18,0.1,4.1 and up
Vikings Stickman Axe Fighting,GAME,4.2,924,43,"100,000",Free,0,Everyone,Arcade,21-Oct-17,1.5.2,3.0 and up
Axetatic - Axe Throwing Game,GAME,4.6,29,31,"1,000",Free,0,Everyone 10+,Arcade,22-Oct-17,1.3.3,4.2 and up
Axe Champs! Wars,GAME,5,8,25,50,Free,0,Everyone,Arcade,26-Jun-18,1.1,4.1 and up
Axe Knight,GAME,4.5,52,33,"5,000",Free,0,Everyone,Action,26-Jun-18,1.0.5,4.1 and up
The Vikings,GAME,4.4,15806,42,"1,000,000",Free,0,Teen,Arcade,6-Jun-18,1.0.7,4.1 and up
Knife&Axe Throwing,GAME,3.1,440,9.1,"50,000",Free,0,Everyone,Arcade,26-Nov-12,1.0.6,2.1 and up
Stickman and Axe,GAME,4.4,69,2.8,"50,000",Free,0,Teen,Action,25-Nov-17,1,4.0.3 and up
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,NaN,1,13,50,Free,0,Everyone,Arcade,31-May-18,1.0.0,4.0 and up
Axe Man,GAME,3.7,53,14,"1,000",Free,0,Everyone,Adventure,23-Feb-15,3,2.3.3 and up
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52,"10,000",Free,0,Teen,Action,1-Dec-16,1.1,2.3 and up
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32,"500,000",Free,0,Everyone,Action,4-Apr-18,1.7,4.1 and up
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61,"1,000",Free,0,Everyone,Action,14-Sep-17,1.2,4.0 and up
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15,100,Free,0,Everyone,Arcade,27-Sep-17,1.1,4.2 and up
Cyborg AX-001,GAME,NaN,0,,50,Free,0,Everyone 10+,Action,25-Jun-18,Varies with device,Varies with device
Woodman Deluxe,GAME,4,82,4.4,"5,000",Free,0,Everyone,Action,6-Jul-15,1.0.2,2.3 and up
¡Ay Metro!,GAME,3.8,489,36,"10,000",Free,0,Everyone 10+,Arcade,17-Mar-15,1.0.3.1,4.0 and up
YAKALA AY,GAME,NaN,0,14,1,Paid,$0.99 ,Everyone,Arcade,7-Jul-18,1,4.1 and up
Ay Vamos - PJ. Balvin - Piano,GAME,NaN,0,29,5,Free,0,Everyone,Arcade,9-Jul-18,1,4.1 and up
San Andreas Crime Stories,GAME,4,162530,97,"10,000,000",Free,0,Mature 17+,Racing,2-Jul-18,1.0.0.0,4.1 and up
Miami crime simulator,GAME,4,254518,100,"10,000,000",Free,0,Mature 17+,Action,9-Jul-18,2,4.0 and up
Strange Hero: Future Battle,GAME,4.2,88901,73,"10,000,000",Free,0,Teen,Action,24-May-18,11.0.0,4.0 and up
Mad Day - Truck Distance Game,GAME,4.3,29270,44,"5,000,000",Free,0,Everyone,Action,25-Jul-18,1.4.3,4.0.3 and up
AZ Rockets,GAME,4.2,162,37,"10,000",Free,0,Everyone,Arcade,25-May-18,1.2.1,4.1 and up
Ra Ga Ba,GAME,5,2,20,1,Paid,$1.49 ,Everyone,Arcade,8-Feb-17,1.0.4,2.3 and up
Ba Cristi,GAME,3.5,196,35,"10,000",Free,0,Everyone,Adventure,22-Mar-16,1.0.4,2.3 and up
Banana Kong,GAME,4.4,3452530,68,"100,000,000",Free,0,Everyone,Action,7-Feb-18,1.9.6.6,4.0.3 and up
Space Shooter : Galaxy Attack,GAME,4.6,169661,40,"10,000,000",Free,0,Everyone,Arcade,1-Aug-18,1.246,4.1 and up
BC Slots - The Lost Reels FREE,GAME,4,209,22,"10,000",Free,0,Teen,Casino,13-Jul-18,7,4.0 and up
Millionaire : Who want to be?,GAME,4.4,4396,40,"100,000",Free,0,Everyone,Trivia,12-Apr-17,1.5,2.3 and up
Bowmasters,GAME,4.7,1535581,,"50,000,000",Free,0,Teen,Action,23-Jul-18,2.12.5,4.1 and up
Beauty Idol: Fashion Queen,GAME,4.3,128367,54,"1,000,000",Free,0,Everyone,Arcade,27-Oct-17,2.1.0,4.0.3 and up
Hard Time (Prison Sim),GAME,4.3,275843,41,"10,000,000",Free,0,Teen,Adventure,19-Jul-18,1.401,4.0 and up
Battlefield™ Companion,GAME,4,263907,62,"10,000,000",Free,0,Everyone 10+,Action,1-Nov-16,3.0.4,4.0 and up
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27,"1,000",Paid,$0.99 ,Everyone 10+,Arcade,23-Mar-17,1.00.10,4.0 and up
BF at Sea Refueled,GAME,4.4,1849,37,"10,000",Free,0,Everyone,Board,20-Oct-15,1.1.8,2.3.3 and up
Bullet Force,GAME,4.5,634159,58,"10,000,000",Free,0,Teen,Action,21-Jun-18,1.4,4.2 and up
BF Combat: Genesis,GAME,4,3322,82,"100,000",Free,0,Mature 17+,Action,2-Mar-17,5.1.6,2.3 and up
Combat BF: Black Ops 3,GAME,4.2,7699,83,"500,000",Free,0,Mature 17+,Action,2-Mar-17,5.1.6,2.3 and up
BF Frontline City,GAME,4.1,29798,80,"1,000,000",Free,0,Mature 17+,Action,6-Mar-17,5.1.7,2.3 and up
Faketalk - Chatbot,GAME,4.2,63056,8.1,"1,000,000",Free,0,Teen,Word,3-Jul-18,1.9.7,2.3 and up
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20,"1,000,000",Free,0,Teen,Action,23-Mar-17,1.4.3,2.3 and up
BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11,"1,000,000",Free,0,Teen,Action,11-Jun-15,2.0.0,3.0 and up
Shadow Fight 2 Special Edition,GAME,4.5,10440,86,"50,000",Paid,$4.99 ,Teen,Action,30-May-18,1.0.3,4.1 and up
Block Gun 3D: Ghost Ops,GAME,3.9,142693,21,"5,000,000",Free,0,Teen,Action,7-Jun-18,1.4.0,2.3 and up
Backgammon NJ for Android,GAME,4.4,1644,15,"10,000",Paid,$7.99 ,Everyone,Board,5-Apr-17,4.1,2.3.3 and up
Rento - Dice Board Game Online,GAME,4.3,205830,63,"10,000,000",Free,0,Everyone,Board,20-Jun-18,4.4.9,4.1 and up
Survival Run with Bear Grylls,GAME,4.2,128579,,"5,000,000",Free,0,Everyone,Action,6-May-18,Varies with device,Varies with device
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,,"10,000",Free,0,Teen,Board,3-Jul-18,1.16.32,Varies with device
Out of Bounds BH Demo,GAME,NaN,3,14,10,Free,0,Everyone,Action,19-Nov-15,1,2.3.3 and up
Bi-Tank Ads Free,GAME,NaN,0,,1,Paid,$0.99 ,Everyone,Arcade,31-Jul-17,1.1,4.1 and up
Bi-Tank,GAME,4.6,12,18,50,Free,0,Everyone,Arcade,31-Jul-17,Varies with device,4.1 and up
Bike Rivals,GAME,4.2,212067,48,"10,000,000",Free,0,Everyone,Racing,15-Jul-15,1.5.2,2.3.3 and up
Bingo Party - Free Bingo Games,GAME,4.7,155694,92,"1,000,000",Free,0,Teen,Board,13-Jul-18,2.1.1,4.0.3 and up
BJ's Bingo & Gaming Casino,GAME,4.5,501,65,"10,000",Free,0,Teen,Casino,26-Jul-18,5.0.1.3,4.3 and up
BJ Bridge Pro 2018,GAME,4.4,17,4.8,500,Paid,$4.49 ,Everyone,Card,21-May-18,6.2-pro,4.0 and up
BJ Bridge Free (2018),GAME,3.9,20,4.8,"10,000",Free,0,Everyone,Card,21-May-18,6.2-lite,4.0 and up
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8,"5,000",Free,0,Everyone,Card,21-May-18,6.2-begina,4.0 and up
BJ Bridge Standard American 2018,GAME,1,1,4.9,"1,000",Free,0,Everyone,Card,21-May-18,6.2-sayc,4.0 and up
BJ Strategy Tester,GAME,NaN,1,8.8,100,Free,0,Everyone,Casino,19-May-15,1,2.3 and up
Cards Casino:Video Poker & BJ,GAME,4.7,325,23,"10,000",Free,0,Teen,Casino,8-May-15,7,2.3.3 and up
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26,"50,000",Free,0,Teen,Casino,12-Aug-16,1.18,4.0 and up
Basic Strategy Training BJ 21,GAME,NaN,0,23,500,Free,0,Teen,Casino,7-Mar-16,1.1,2.3 and up
BJ card game blackjack,GAME,NaN,3,21,500,Free,0,Teen,Card,2-Dec-16,1,2.3 and up
BLACKJACK!,GAME,4.4,524467,33,"10,000,000",Free,0,Teen,Casino,7-Jul-16,1.126,2.3.3 and up
Blackjack Verite Drills,GAME,4.6,17,4.7,100,Paid,$14.00 ,Teen,Casino,9-Jul-17,1.1.10,3.0 and up
Blackjack,GAME,4.3,52199,,"1,000,000",Free,0,Teen,Casino,18-May-17,1.2.4.69,2.3 and up
BlackJack -21 Casino Card Game,GAME,4.7,2066,25,"100,000",Free,0,Teen,Casino,14-Mar-18,1.3,4.0.3 and up
BlackJack 21 Pro,GAME,4.5,26744,51,"500,000",Free,0,Teen,Casino,27-Jul-18,7.4.0,4.0.3 and up
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6,"100,000",Free,0,Teen,Casino,20-Apr-15,3.1.0,2.3 and up
Blood Domination - BL Game,GAME,4.5,415,52,"10,000",Free,0,Mature 17+,Adventure,6-Jul-18,1.0.1,4.1 and up
Heirs & Graces,GAME,4.3,125,70,"5,000",Free,0,Teen,Adventure,1-Jul-16,1.0.1,2.3.3 and up
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40,"50,000",Free,0,Teen,Adventure,29-Jun-17,1.3.6,4.0 and up
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53,"10,000",Free,0,Teen,Adventure,10-Jul-18,1.0.6,4.1 and up
MEGA MAN MOBILE,GAME,4,267,40,"10,000",Paid,$1.99 ,Everyone,Action,17-Feb-17,1.02.01,4.0 and up
BL!TZ - Endless,GAME,4.7,21,9,100,Free,0,Everyone,Arcade,30-Jun-17,10.05,4.0.3 and up
BL-ED: From BLUE to RED,GAME,NaN,3,2.9,10,Free,0,Everyone,Arcade,24-Apr-16,1.6.5,4.4W and up
Teen Patti by BL Games,GAME,4.1,496,39,"100,000",Free,0,Teen,Card,31-Jan-17,1.3.0,2.3.3 and up
Word Hunt,GAME,4.9,59,21,500,Free,0,Everyone,Word,22-Jun-18,1,4.4 and up
New York Mysteries (Full),GAME,4.5,514,5.9,"5,000",Paid,$6.99 ,Teen,Adventure,4-Jun-18,1.0.36,4.0 and up
The Legacy (Full),GAME,4.6,144,6.3,"1,000",Paid,$6.99 ,Everyone,Adventure,15-May-18,1.0.9,4.0 and up
Skip-Bo™,GAME,4.4,33661,60,"100,000",Paid,$2.99 ,Everyone,Card,3-Aug-18,3.4.6,4.1 and up
Skip-Bo™ Free,GAME,3.5,46801,60,"1,000,000",Free,0,Everyone,Card,3-Aug-18,3.4.6,4.1 and up
Red Ball 4,GAME,4.4,1432447,59,"50,000,000",Free,0,Everyone,Arcade,9-Nov-17,1.3.21,4.0.3 and up
Skater Boy,GAME,4.3,1167143,12,"100,000,000",Free,0,Everyone,Arcade,20-Sep-17,1.18.35,4.1 and up
Sic Bo,GAME,NaN,1,11,100,Paid,$1.99 ,Teen,Card,27-Aug-13,1.0.0,2.2 and up
Sic Bo Online! Free Casino,GAME,3.8,488,30,"100,000",Free,0,Teen,Casino,10-Jun-16,1.3,2.3 and up
Hambo,GAME,4.4,125578,17,"5,000,000",Free,0,Everyone,Action,6-Jul-15,1.1.8,2.1 and up
Sic Bo Rave,GAME,3.9,164,33,"10,000",Free,0,Teen,Card,23-Sep-13,1.0.1,2.3.3 and up
Thai Sic Bo,GAME,4.1,14283,4.2,"1,000,000",Free,0,Teen,Casino,1-Oct-17,1.1.2,4.0 and up
Bounce Classic,GAME,4.5,38297,6.4,"10,000,000",Free,0,Everyone,Arcade,5-Jul-18,1.0.8,4.0.3 and up
Bomber Friends,GAME,4.5,776730,49,"10,000,000",Free,0,Everyone 10+,Action,26-Jul-18,2.23,4.0.3 and up
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16,"10,000",Free,0,Teen,Casino,8-Jul-18,2.1.2,4.1 and up
Hungry Shark World,GAME,4.5,1243017,27,"50,000,000",Free,0,Teen,Action,18-Jul-18,3.0.0,4.2 and up
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,7.2,"5,000",Free,0,Everyone,Trivia,31-Jul-18,4.1.2,4.1 and up
Carros Rebaixados BR,GAME,4.3,20691,89,"1,000,000",Free,0,Everyone,Racing,31-Jul-18,5.7.1,4.4 and up
Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26,"10,000",Free,0,Teen,Casino,30-May-18,1.2.1,4.0.3 and up
Brick Breaker BR,GAME,5,7,19,5,Free,0,Everyone,Arcade,23-Jul-18,1,4.1 and up
Black Commando | Special Ops | FPS Shooting,GAME,4.1,1167,72,"100,000",Free,0,Teen,Action,3-May-18,1.4,4.1 and up
True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31,"1,000,000",Free,0,Everyone 10+,Arcade,3-Jan-18,2.11.7,4.1 and up
Bullshit! (Free),GAME,2.4,45,4.1,"10,000",Free,0,Teen,Card,26-Aug-16,1.1,4.1 and up
Bullshite!,GAME,2.8,48,13,"10,000",Free,0,Teen,Card,10-Apr-16,1.0.1,4.1 and up
Block Strike,GAME,4.5,947515,60,"10,000,000",Free,0,Teen,Action,25-Jul-18,5.3.1,4.1 and up
BombSquad Remote,GAME,4.1,13304,1.3,"1,000,000",Free,0,Everyone,Arcade,30-Nov-16,1.2.21,4.0 and up
BS Tractor,GAME,NaN,3,36,100,Free,0,Everyone,Racing,6-Dec-17,1,4.1 and up
BS Chopper,GAME,NaN,0,41,100,Free,0,Everyone,Racing,5-Oct-17,1,4.1 and up
B@dL!bs Lite,GAME,3.8,10,36,"1,000",Free,0,Mature 17+,Word,5-Apr-16,6,4.0.3 and up
kick the buddy,GAME,3.3,294,19,"10,000",Free,0,Everyone,Arcade,19-Jul-18,1,3.0 and up
Bu Hangi Ünlü?,GAME,NaN,1,19,10,Free,0,Everyone,Trivia,9-Jun-18,3.3.7z,4.0.3 and up
Bu Nedir ?,GAME,NaN,0,33,50,Free,0,Everyone,Trivia,15-Apr-18,3.1.6z,4.0.3 and up
BU HANGİ ŞARKI ? - 2018,GAME,NaN,4,28,100,Free,0,Everyone,Trivia,2-Jun-18,3.1.7z,4.0.3 and up
Bu Hangi Oyun ?,GAME,NaN,2,26,50,Free,0,Everyone,Word,11-Mar-18,3.1.6z,4.0.3 and up
Bu Hangi Youtuber ?,GAME,NaN,31,26,"1,000",Free,0,Everyone,Trivia,31-Aug-17,3.2.2dk,4.0.3 and up
Nedir Bu ?,GAME,NaN,0,33,10,Free,0,Everyone,Trivia,18-Mar-18,3.1.6z,4.0.3 and up
Kick the Buddy,GAME,4.3,1004709,,"50,000,000",Free,0,Teen,Action,5-Jul-18,Varies with device,4.4 and up
Bu Hangi Dizi ?,GAME,NaN,14,19,"1,000",Free,0,Everyone,Trivia,4-May-18,3.1.7z,4.0.3 and up
Smashy Road: Arena,GAME,4.3,45558,53,"5,000,000",Free,0,Everyone 10+,Action,24-May-18,1.1.9,4.1 and up
BW-Go,GAME,4.8,265,1.3,"1,000",Paid,$3.49 ,Everyone,Board,18-Jun-15,4.8.1,2.3 and up
BW-Go Free,GAME,4.6,547,1.3,"10,000",Free,0,Everyone,Board,18-Jun-15,4.8.1,2.3 and up
BW-Joseki,GAME,4.7,705,1.8,"10,000",Free,0,Everyone,Board,28-Jul-15,1.2.1,4.0.3 and up
BW-DGS plugin,GAME,4.5,70,691k,"1,000",Free,0,Everyone,Board,13-May-18,1.6.0,4.0 and up
BW-GnuGo,GAME,4.1,64,1.3,"5,000",Free,0,Everyone,Board,2-Jun-13,2.0.0,2.2 and up
BW Switch,GAME,NaN,1,13,10,Free,0,Everyone,Arcade,16-Apr-18,1.25,4.1 and up
C3-C4-PİCASSO-ELYSEE RACİNG,GAME,NaN,12,48,"1,000",Free,0,Everyone,Arcade,12-Feb-17,"1,01",4.0 and up
Driving Cars Simulator Citroen,GAME,NaN,3,49,100,Free,0,Everyone,Racing,5-Apr-18,1,4.4 and up
RC Monster Truck - Offroad Driving Simulator,GAME,4,38448,27,"5,000,000",Free,0,Everyone,Racing,16-Jun-18,1.4.3,4.1 and up
Super Jabber Jump,GAME,4.3,85882,23,"10,000,000",Free,0,Everyone,Arcade,7-Nov-17,6.6.3106,2.3 and up
Commando Adventure Assassin,GAME,4,51067,48,"5,000,000",Free,0,Teen,Action,29-May-18,1.18,4.1 and up
Roulette Advisor LITE,GAME,4.1,41,1.4,"5,000",Free,0,Everyone,Casino,21-Aug-14,2.2,3.0 and up
Mini Motor Racing WRT,GAME,4.2,107497,,"1,000,000",Free,0,Everyone,Racing,2-Feb-16,Varies with device,2.3.3 and up
BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25,"10,000",Free,0,Everyone,Racing,10-Nov-17,1.1,4.1 and up
World of Warriors: Duel,GAME,4.3,25952,36,"500,000",Free,0,Everyone 10+,Action,7-Sep-15,1.1.2,2.3 and up
Driving Zone,GAME,4.2,51791,57,"1,000,000",Free,0,Everyone,Racing,6-Jun-18,1.53,4.1 and up
Color by Number – New Coloring Book,GAME,4.7,142308,24,"5,000,000",Free,0,Everyone 10+,Board,1-Aug-18,2.0.6,4.1 and up
Car Race by Fun Games For Free,GAME,4.3,54221,47,"1,000,000",Free,0,Everyone,Racing,15-Jun-13,1.2,2.3 and up
Slot Machines by IGG,GAME,4.6,267229,24,"10,000,000",Free,0,Teen,Casino,28-May-18,1.7.4,2.3 and up
Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20,"5,000,000",Free,0,Teen,Casino,28-May-18,1.5.1,2.3 and up
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53,"1,000,000",Free,0,Everyone,Board,31-Jul-18,2.4.11,4.1 and up
BZ Zombie VR,GAME,4.4,12,98,"1,000",Free,0,Mature 17+,Action,7-Feb-18,1.4,4.4 and up
BZ Fingers,GAME,4.6,15,3.2,50,Free,0,Everyone,Arcade,5-Jul-17,1.3,4.0.3 and up
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34,100,Free,0,Mature 17+,Action,4-May-18,1,4.0 and up
Elite Commando Shooting War,GAME,4.5,14,45,100,Free,0,Teen,Action,29-Jun-18,1,4.0 and up
Animal Hunting: Sniper Shooting,GAME,NaN,0,48,50,Free,0,Teen,Action,6-Jul-18,1,4.0 and up
Creative Destruction,GAME,4.4,201426,80,"5,000,000",Free,0,Teen,Action,2-Aug-18,1.0.6,4.0 and up
Sonic CD Classic,GAME,4.6,26138,15,"1,000,000",Free,0,Everyone,Action,14-Feb-18,1.0.2,4.2 and up
ARK: Survival Evolved,GAME,3.8,51523,36,"500,000",Free,0,Teen,Adventure,2-Aug-18,1.0.90,7.0 and up
PAC-MAN CE DX,GAME,4.5,1692,36,"10,000",Paid,$4.99 ,Everyone,Arcade,23-Apr-18,1.1.0,4.0.3 and up
Grim Tales: The Wishes CE,GAME,4.3,4923,20,"100,000",Free,0,Everyone 10+,Adventure,26-Aug-15,1.0.0,2.3.3 and up
CrossFire: Legends,GAME,4.3,144040,29,"5,000,000",Free,0,Teen,Action,25-Jul-18,1.0.9.10,4.0 and up
Special Forces Group 2,GAME,4.6,1432809,29,"10,000,000",Free,0,Mature 17+,Action,29-Jul-18,3.3,4.0 and up
Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16,"5,000,000",Free,0,Everyone,Racing,14-Jun-17,Varies with device,2.3 and up
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1,"10,000",Free,0,Everyone,Trivia,29-Jul-16,1.0.0,4.0 and up
Chicken Invaders 3,GAME,4.2,52390,20,"5,000,000",Free,0,Everyone,Arcade,4-May-18,1.28ggl,2.3.3 and up
Trovami se ci riesci,GAME,5,11,6.1,10,Free,0,Everyone,Arcade,11-Mar-17,0.1,2.3 and up
CJ: Strike Back,GAME,4.3,29330,6.9,"1,000,000",Free,0,Everyone,Action,17-Aug-12,1.0.9,2.0.1 and up
The Grand Wars: San Andreas,GAME,3.9,29990,96,"1,000,000",Free,0,Teen,Action,8-Dec-17,Varies with device,2.3 and up
Grand Theft Auto: San Andreas,GAME,4.4,348962,26,"1,000,000",Paid,$6.99 ,Mature 17+,Action,21-Mar-15,1.08,3.0 and up
The Grand Way,GAME,3.9,1995,92,"500,000",Free,0,Teen,Action,3-Jul-18,1.9,4.1 and up
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67,"100,000",Free,0,Teen,Action,17-Jul-18,1.4,4.1 and up
Miami Crime Vice Town,GAME,4.1,154519,99,"10,000,000",Free,0,Mature 17+,Action,9-May-17,1.4,2.3 and up
CJ Poker Odds Calculator,GAME,4.1,207,116k,"50,000",Free,0,Everyone,Card,30-Jan-11,1.2,1.6 and up
Gangster City Auto Theft,GAME,4.3,350,67,"50,000",Free,0,Everyone,Action,27-Jul-18,Varies with device,4.0.3 and up
China Town Auto Theft 2,GAME,4.1,364,67,"50,000",Free,0,Everyone 10+,Action,23-May-18,Varies with device,4.0.3 and up
Grand Gangsters 3D,GAME,4.2,401643,,"10,000,000",Free,0,Teen,Action,18-Jul-18,Varies with device,Varies with device
Gang Wars of San Andreas,GAME,4.1,9898,63,"1,000,000",Free,0,Mature 17+,Action,15-Feb-18,Varies with device,4.0.3 and up
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78,"100,000",Free,0,Teen,Action,8-Sep-17,1.1,4.0.3 and up
Zombie Death Shooter,GAME,3.8,17372,45,"1,000,000",Free,0,Mature 17+,Arcade,8-Aug-15,1.3,2.3 and up
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28,"500,000",Free,0,Mature 17+,Racing,9-Feb-18,1.07,4.0 and up
F*ck This Game,GAME,4.6,8,6.3,100,Paid,$0.99 ,Teen,Action,18-Jul-15,1.0.0,2.3 and up
211:CK,GAME,5,8,38,10,Paid,$0.99 ,Teen,Arcade,11-Apr-18,1.3,4.1 and up
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13,"5,000,000",Free,0,Mature 17+,Action,1-Jul-13,3.1.0,2.1 and up
CKZ ORIGINS,GAME,4.5,219821,10,"1,000,000",Free,0,Mature 17+,Action,28-Oct-13,2.0.1,2.1 and up
211:CK Lite,GAME,4.3,3,39,10,Free,0,Mature 17+,Action,22-Sep-17,1,4.1 and up
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13,"5,000,000",Free,0,Teen,Action,1-Dec-11,1.1.0,2.1 and up
Can Knockdown 3,GAME,4.1,349503,19,"10,000,000",Free,0,Everyone,Arcade,26-Aug-15,1.31,4.0 and up
Sky Streaker - Gumball,GAME,4.3,37513,31,"5,000,000",Free,0,Everyone,Arcade,7-Dec-15,4,2.3 and up
Just A Regular Arcade,GAME,4.2,40847,94,"1,000,000",Free,0,Everyone,Action,8-Jan-16,3.1.0,2.3.3 and up
Dreamland Arcade - Steven Universe,GAME,4,6386,24,"500,000",Free,0,Everyone,Arcade,19-Nov-17,0.99,5.1 and up
Adventure Time Run,GAME,4.3,24628,88,"1,000,000",Free,0,Everyone,Action,26-Jul-18,1.25.396,4.4 and up
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51,"5,000,000",Free,0,Everyone,Arcade,1-Dec-16,1.0.0,4.1 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63,"10,000,000",Free,0,Everyone,Arcade,24-Mar-16,1.0.0,2.3.3 and up
Angelo Rules - Crazy day,GAME,3.9,108336,62,"1,000,000",Free,0,Everyone,Adventure,27-Jun-16,4.0.01,4.4 and up
Adventure Time Game Wizard,GAME,4.1,4107,40,"50,000",Paid,$4.99 ,Everyone,Adventure,16-Jul-15,1.2.0,4.1 and up
Best Park in the Universe,GAME,4.3,3904,5.5,"10,000",Paid,$2.99 ,Everyone 10+,Action,10-Sep-14,1.2.1,4.0 and up
Multicraft Miner Exploration,GAME,4,14563,74,"1,000,000",Free,0,Everyone 10+,Adventure,22-Dec-17,0.6.49,4.1 and up
Alex & Co Quiz,GAME,NaN,9,4.9,"1,000",Free,0,Everyone,Trivia,15-Apr-18,1.2,4.1 and up
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52,"100,000",Free,0,Teen,Board,12-Jul-18,1.4.1,4.1 and up
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1,"50,000",Free,0,Everyone,Board,18-Apr-17,1.1.1,2.3 and up
Chinese Chess / Co Tuong,GAME,4.2,6947,20,"500,000",Free,0,Everyone,Board,25-Oct-17,2.7.7,2.3 and up
Call of Mini™ Zombies 2,GAME,4.4,248417,17,"5,000,000",Free,0,Teen,Arcade,10-Feb-15,2.1.3,2.3.3 and up
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37,"1,000",Paid,$0.99 ,Everyone,Board,27-Dec-17,2.2.1,4.1 and up
2-Player Co-op Zombie Shoot,GAME,4.2,33,13,"1,000",Free,0,Teen,Action,1-Jul-18,1.0.13,2.3 and up
IV Go（get IV for Pokemon）,GAME,4.6,132282,20,"1,000,000",Free,0,Everyone,Adventure,31-Jul-18,15,4.1 and up
CP Trivia,GAME,5,5,12,100,Free,0,Everyone,Trivia,6-Aug-18,0.99,5.0 and up
